Ano Término Fiscalização;Mês Término Fiscalização;CNPJ Estabelecimento;Nome Empregador;Logradouro Local Fiscalizado;;;Município Local Fiscalizado;UF Local Fiscalizado;;
2010;2010/12;95.771.424/0001-66;ACESSOCAR COMERCIO DE PECAS E SERVICOS LTDA;ACES BR 282 2509D;89810-800;BELVEDERE;Chapecó;Santa Catarina;;
2009;2009/05;95.771.424/0001-66;ACESSOCAR COMERCIO DE PECAS E SERVICOS LTDA;ACES BR 282 2509D;89810-800;BELVEDERE;Chapecó;Santa Catarina;;
2012;2012/05;95.771.424/0001-66;ACESSOCAR COMERCIO DE PECAS E SERVICOS LTDA;RUA ACESSO BR 282,2309;89810-300;BELVEDERE;Chapecó;Santa Catarina;;
2009;2009/05;03.154.257/0001-96;ACESSOCAR COMERCIO E RENOVADORA DE VEICULOS LTDA;ACESSO PLINIO ARLINDO DE NES 3501D;89810-460;_BELVEDERE;Chapecó;Santa Catarina;;
2010;2010/02;Sem Informação;ACESSORIOS DA MODA;RUA LAURINDO JANUARIO DA SILVEIRA 5110;88062-201;LAGOA DA CONCEICAO;Florianópolis;Santa Catarina;;
2009;2009/02;86.530.045/0001-93;ACESSóRIOS URUSSANGA LTDA.;RUA BARAO DO RIO BRANCO;88840-000;CENTRO;Urussanga;Santa Catarina;;
2010;2010/04;81.560.004/7006-16;ACEVILLE TRANSPORTES LTDA;RUA ARISTIDES FRANCISCO PALUMB,533;SI;DOM BOSCO;Itajaí;Santa Catarina;;
2009;2009/06;06.895.434/0001-83;ACF PEDRO IVO SERVICOS DE POST LTDA ME;RUA NEREU RAMOS 92 LOJA 02;88015-080;CENTRO;Florianópolis;Santa Catarina;;
2010;2010/06;11.670.868/0001-15;ACG COMERCIO DO VESTUARIO LTDA.;AV. ATILIO PEDRO PAGANI, 270 - LOJA 231;88132-149;PASSA VINTE;Palhoça;Santa Catarina;;
2008;2008/10;10.266.411/0001-87;ACHE E ANOTE EDITORAçãO ELETRONICA LTDA;R. JOãO MARCATTO, 13, SALA 306;89251-670;CENTRO;Jaraguá do Sul;Santa Catarina;;
2008;2008/06;03.325.413/0001-34;ACHELVIS COM DE PECAS E MEC DE CAMINHOES LTDA;AV TANCREDO NEVES, 3747;88704-700;REVOREDO;Tubarão;Santa Catarina;;
2010;2010/01;80.944.630/0001-53;ACIEL LAUDELINO ROZAR ME;ESTRADA GERAL, S/N - LOT. VILA FORMOSA;88106-500;FORQUILHAS;São José;Santa Catarina;;
2011;2011/05;77.019.743/0001-38;ACIFER LTDA MATRIZ;EXPEDICIONARIO EDMUNDO ARRABAR 4878;89400-000;CENTRO;Porto União;Santa Catarina;;
2010;2010/06;00.360.757/0001-96;ACIGELI DE SOUZA ME;RUA ANGELO GIRARDI,88;88117-370;BARREIROS;São José;Santa Catarina;;
2011;2011/04;00.360.757/0001-96;ACIGELI DE SOUZA ME;RUA ANGELO GIRARDI,88;88117-370;BARREIROS;São José;Santa Catarina;;
2009;2009/06;10.476.010/0001-51;ACILES ESTELA FONTANA;OBRA RUA ITALIA 898 E;89801-000;PRESIDENTE MÉDICI;Chapecó;Santa Catarina;;
2012;2012/02;73.379.984/0001-37;ACIOLI LINHARES DA SILVA ME;RUA AURINDO DE SOUZA 29;88061-400;BARRA DA LAGOA;Florianópolis;Santa Catarina;;
2008;2008/12;04.577.287/0001-78;ACIOTEC LTDA;LINHA AESTACAO COCAL;88845-000;ESTACAO COCAL;Cocal do Sul;Santa Catarina;;
2008;2008/07;04.620.119/0001-18;ACIR DA SILVA ME;RUA CON ANIBAL MARIA DIFRANCIA, 393;88804-360;PINHEIRINHO;Criciúma;Santa Catarina;;
2009;2009/06;80.959.026/0001-09;ACK COMERCIO E ESTAMPARIA LTDA EPP;RUA JOSE DEECKE,677;89031-401;ASILO;Blumenau;Santa Catarina;;
2010;2010/04;80.959.026/0001-09;ACK COMERCIO E ESTAMPARIA LTDA EPP;RUA JOSE DEECKE,677;89031-401;ASILO;Blumenau;Santa Catarina;;
2010;2010/10;02.994.509/0001-22;ACKSON MONTAGEM E ACABAMENTOS LTDA EPP;RUA XV DE NOVEMBRO,7570;89237-001;VILA NOVA;Joinville;Santa Catarina;;
2010;2010/06;02.994.509/0001-22;ACKSON MONTAGEM E ACABAMENTOS LTDA EPP;RUA XV DE NOVEMBRO,7570;89237-001;VILA NOVA;Joinville;Santa Catarina;;
2008;2008/08;82.994.583/0001-88;ACLESIO NASCIMENTO ME;RUA JOAQUIM NABUCO, 311;88803-000;CENTRO;Criciúma;Santa Catarina;;
2010;2010/12;06.208.640/0004-10;ACLIVE COMERCIO DE CONFECCOES LTDA ME;AV. LEDIO JOAO MARTINS, 424 - LOJA 06;88101-100;KOBRASOL;São José;Santa Catarina;;
2010;2010/09;04.973.006/0001-04;ACM ARTEFATOS DE CIMENTO LTDA ME;PAULO EWALD JUNIOR,70;89219-305;COSTA E SILVA;Joinville;Santa Catarina;;
2008;2008/09;05.101.440/0001-59;ACM INFORMATICA LTDA;RUA URUGUAI, 952 E;89806-470;SANTA MARIA;Chapecó;Santa Catarina;;
2011;2011/01;05.101.440/0001-59;ACM INFORMATICA LTDA ME;RUA URUGUAI,952-E;89806-035;SANTA MARIA;Chapecó;Santa Catarina;;
2011;2011/07;75.883.975/0001-04;AÇO PEÇAS INDUSTRIA DE PEÇAS LTDA;RUA EXPEDICIONáRIO CARLOS FISCHER, Nº 1000;88360-000;CENTRO;Guabiruba;Santa Catarina;;
2010;2010/10;79.901.864/0001-34;ACOBENS ADMINISTRADORA DE BENS LTDA EPP;JOAO MAGALHAES175;88310-080;CORDEIROS;Itajaí;Santa Catarina;;
2009;2009/12;01.788.406/0001-43;AÇOBRAS LTDA;RUA MANOEL CAMPOS SALES, 100D;89803-122;Sem Informação;Chapecó;Santa Catarina;;
2009;2009/12;79.901.864/0001-34;ACOCARGAS COMERCIO E TRANSPORTES LTDA;RUA JOAO MAGALHAES,176;88000-000;CORDEIROS;Florianópolis;Santa Catarina;;
2009;2009/09;79.901.864/0001-34;ACOCARGAS COMERCIO E TRANSPORTES LTDA;RUA JOAO MAGALHAES,176;88000-000;CORDEIROS;Itajaí;Santa Catarina;;
2010;2010/10;01.661.921/0001-68;ACOCARGAS TRANSPORTES LTDA;JUCA CESARIO,131;88304-500;SAO JOAO;Itajaí;Santa Catarina;;
2011;2011/03;09.004.773/0001-10;ACOCORTE COMERCIO DE FERRO E ACO LTDA;RUA ARNALDO MOREIRA DOUAT,444 - BL 5;89211-000;FLORESTA;Joinville;Santa Catarina;;
2008;2008/10;Sem Informação;ACOCRIL IND COM PECAS;AV RIO MAINA, S/N.;SI;Sem Informação;Criciúma;Santa Catarina;;
2008;2008/11;01.362.133/0002-51;AçOCRIL IND E COMERCIO DE PEçAS LTDA;RUA 94;88850-000;OURO NEGRO;Forquilhinha;Santa Catarina;;
2010;2010/10;06.110.567/0001-05;ACOFORT COMERCIO DE METAIS LTDA ME;JOAO MAGALHAES,327;88310-000;CORDEIROS;Itajaí;Santa Catarina;;
2010;2010/10;06.114.857/0001-19;ACOGERAL COMERCIO E METALURGIA LTDA;RUA DR REINALDO SCHMITHAUSEN,587;88310-000;CORDEIROS;Itajaí;Santa Catarina;;
2011;2011/05;02.908.340/0001-40;ACOINOX INDUSTRIA E COMERCIO LTDA ME;RUA POSSIDIO SILVA DO VALE,71;88104-720;FAZENDA SANTO ANTON;São José;Santa Catarina;;
2010;2010/06;02.908.340/0001-40;ACOINOX INDUSTRIA E COMERCIO LTDA ME;RUA POSSIDIO SILVA DO VALE,71;88104-720;FAZENDA SANTO ANTON;São José;Santa Catarina;;
2011;2011/06;02.908.340/0001-40;ACOINOX INDUSTRIA E COMERCIO LTDA ME;RUA POSSIDIO SILVA DO VALE,71;88104-720;FAZENDA SANTO ANTON;São José;Santa Catarina;;
2009;2009/06;04.575.929/0001-08;ACOLIDER METALURGICA LTDA ME;RUA RUA MARCILIO DIAS,693;89804-160;BELA VISTA;Chapecó;Santa Catarina;;
2011;2011/02;00.880.483/0001-66;ACOMAQ INDUSTRIA E COMERCIO LTDA;RUA JOSE CLAUDINO RUDIGER,110;89868-000;CENTRO;Saudades;Santa Catarina;;
2010;2010/06;03.338.962/0001-43;ACONTEL SERV PROC D COB EXTRAJ LTDA ME;RUA GAL LIBERATO BITTENCOURT,1704;88075-400;ESTREITO;Florianópolis;Santa Catarina;;
2011;2011/06;72.428.980/0001-39;ACOPAR COMERCIO DE PARAFUSOS LTDA;RUA SANTA CATARINA,138;89030-420;ITOUPAVA SECA;Blumenau;Santa Catarina;;
2009;2009/11;75.883.975/0001-04;ACOPECAS INDUSTRIA DE PECAS DE ACO LTDA.;R. EXPED. CARLOS FISCHER,1000;88360-000;CENTRO;Guabiruba;Santa Catarina;;
2010;2010/02;75.883.975/0001-04;AçOPEçAS LTDA;RUA ESP. CARLOS FISCHER, 1000;88350-000;CENTRO;Brusque;Santa Catarina;;
2009;2009/10;03.254.555/0001-58;ACOPERFIL INDUSTRIA E COMERCIO DE ACO LTDA ME;ACESSO BR 283 SAIDA PARA SEARA,1111;89801-971;SANTA MARIA;Chapecó;Santa Catarina;;
2008;2008/09;06.250.651/0001-16;ACORDI E ZANETTE TINTAS LTDA;RUA MARECHAL DEODORO, 183;88801-110;CENTRO;Criciúma;Santa Catarina;;
2011;2011/08;02.614.932/0001-50;ACORES PECAS PARA ELETRODOMESTICOS LTDA;RUA DOS ACORES, 1792;88050-300;SANTO ANTONIO DE LI;Florianópolis;Santa Catarina;;
2012;2012/03;74.183.955/0001-68;AçORIANO RESTAURANTE E PIZZARIA LTDA.;RUA BABITONGA, 35;89240-000;CENTRO;São Francisco do Sul;Santa Catarina;;
2011;2011/05;85.155.273/0001-68;ACOS CATARINENSE COM PROD SIDER LTDA;RUA HILÁRIO JOSE DE MELO, S/N;88704-780;REVOREDOTONIO;Tubarão;Santa Catarina;;
2010;2010/10;95.796.199/0001-12;ACOSTA SUPERMERCADO LTDA;RUA CLEMENTE DEMARCH,3851;89160-000;BARRA DO TROMBUDO;Rio do Sul;Santa Catarina;;
2011;2011/06;79.304.283/0001-15;ACOTEC CONSTRUCOES SA;RUA FREI BRUNO, 305 E;89803-800;JARDIM AMERICA;Chapecó;Santa Catarina;;
2011;2011/04;49.754.591/0009-39;ACOTEC DO BRASIL LTDA;FULVIO ADUCCI,413;88075-001;ESTREITO;Florianópolis;Santa Catarina;;
2011;2011/04;75.401.356/0001-36;ACOTEC ENG IND E COM S/A;R FREI BRUNO, 305;89803-800;JARDIM AMERICA;Chapecó;Santa Catarina;;
2008;2008/07;79.304.283/0001-15;ACOTEC ENGENHARIA E CONSTRUCOES S/A;RUA FREI BRUNO,305-E;89803-800;PARQUE DAS PALMEIRA;Chapecó;Santa Catarina;;
2008;2008/09;75.401.356/0001-36;ACOTEC ENGENHARIA INDUSTRIA E COMERCIO S/A;RUA FREI BRUNO;89800-000;Sem Informação;Chapecó;Santa Catarina;;
2011;2011/06;75.401.356/0001-36;ACOTEC IND E COM LTDA;R FREI BRUNO, 305 E;89803-400;PARQUE DAS PALMEIRAS;Chapecó;Santa Catarina;;
2010;2010/07;80.696.693/0001-38;ACOUGUE CARNE FRESCA LTDA ME;RUA SAUL BRANDALISE,305;89560-000;CENTRO;Videira;Santa Catarina;;
2012;2012/05;81.812.752/0001-59;ACOUGUE CENTRAL COMERCIO LTDA.;RUA ARTHUR MARIANO,1175, SALA 04;88106-501;FORQUILHINHA;São José;Santa Catarina;;
2009;2009/04;07.179.462/0001-67;ACOUGUE DUARTE SILVEIRA LTDA ME;PRACA CHICO MENDES, 02 (DIRETO DO CAMPO);88025-200;AGRONOMICA;Florianópolis;Santa Catarina;;
2009;2009/10;82.708.686/0001-34;AÇOUGUE E CERÂMICA NEHRING LTDA;R.MIN.LUIZ GALOTTI, 225;89124-000;Sem Informação;Benedito Novo;Santa Catarina;;
2009;2009/02;10.332.306/0001-07;AÇOUGUE E MERCEARIA PLANALTO LTDA;RUA JOSE FRANCISCO BERNARDES, 591;88340-000;CENTRO;Camboriú;Santa Catarina;;
2009;2009/09;06.316.466/0001-87;ACOUGUE FRUTAS E VERD DE ANGELINA LT ME;RUA TERCEIRA AVENIDA,1789;88330-102;CENTRO;Balneário Camboriú;Santa Catarina;;
2009;2009/10;82.832.205/0001-06;ACOUGUE SOUZA LTDA ME;RUA AUREREAL 648 (DENTRO MERCADO BAIá LTDA);88065-000;CAMPECHE;Florianópolis;Santa Catarina;;
2010;2010/10;73.977.167/0001-80;ACOUGUE WEISS LTDA;RUA ALBERTO WEISS,9;89285-500;OXFORD;São Bento do Sul;Santa Catarina;;
2008;2008/08;04.623.065/0001-44;ACP COMERCIO DE ALIMENTOS LTDA ME;AV IVO SILVEIRA,2445_- SUPERMERCADO ANGELONI LJ 24;88085-001;CAPOEIRAS;Florianópolis;Santa Catarina;;
2008;2008/11;80.687.106/0001-44;ACP MADEIRAS LTDA;RUA SANTA CATARINA, 1235_- SL 02;SI;FLORESTA;Joinville;Santa Catarina;;
2008;2008/06;06.554.954/0001-22;ACQUA COMERCIO DE COSMETICOS LTDA EPP;RUA FELIPE SCHMIDT, Nº 21;88010-000;CENTRO;Florianópolis;Santa Catarina;;
2011;2011/04;06.554.954/0001-22;ACQUA COMERCIO DE COSMETICOS LTDA EPP;RUA FELIPE SCHMIDTT, NO 21;88010-000;CENTRO;Florianópolis;Santa Catarina;;
2012;2012/05;04.867.148/0001-89;ACQUA ECOTURISMO HOT E REPRES LTDA EPP;RUA MANOEL PEDRO VIEIRA,550;88066-100;MORRO DAS PEDRA;Florianópolis;Santa Catarina;;
2010;2010/03;04.867.148/0001-89;ACQUA ECOTURISMO HOTELARIA E REPR. LTDA ME;RUA MANOEL PEDRO VIEIRA,550;88066-100;MORRO DAS PEDRAS;Florianópolis;Santa Catarina;;
2010;2010/01;09.115.496/0001-13;ACQUA RACING LAVA CAR LTDA.;RUA 2500, 691;88330-000;CENTRO;Balneário Camboriú;Santa Catarina;;
2009;2009/10;86.954.898/0005-86;ACQUABLUE IND. E COM. DE CONFECCOES LTDA;AV. LEDIO JOAO MARTINS, 828;88101-100;KOBRASOL;São José;Santa Catarina;;
2010;2010/12;86.954.898/0001-52;ACQUABLUE IND.COM.LTDA (MATRIZ);RUA SAO LUDGERO,1563;88117-270;BARREIROS;São José;Santa Catarina;;
2009;2009/09;86.954.898/0001-52;ACQUABLUE IND.COM.LTDA (MATRIZ);RUA SAO LUDGERO,1563;88117-270;BARREIROS;São José;Santa Catarina;;
2010;2010/04;86.954.898/0001-52;ACQUABLUE IND.COM.LTDA (MATRIZ);RUA SAO LUDGERO,1563;88117-270;BARREIROS;São José;Santa Catarina;;
2010;2010/10;06.787.190/0001-15;ACQUAMIRES INDUSTRIA DE CONFECCOES LTDA;RUA ALCANTARA,130;89206-300;BOA VISTA;Joinville;Santa Catarina;;
2010;2010/10;06.787.190/0001-15;ACQUAMIRES INDUSTRIA DE CONFECCOES LTDA;RUA ALCANTARA,130;89206-300;BOA VISTA;Joinville;Santa Catarina;;
2010;2010/04;81.372.070/0001-72;ACQUAPLANT QUIMICA DO BRASIL LTDA;RUA PARATI,20;89211-380;NOVA BRASILIA;Joinville;Santa Catarina;;
2011;2011/08;81.372.070/0001-72;ACQUAPLANT QUIMICA DO BRASIL LTDA;RUA PARATI,20 (BR 101, KM 45,2 - SENTIDO SUL);89211-380;NOVA BRASILIA;Joinville;Santa Catarina;;
2011;2011/11;81.372.070/0001-72;ACQUAPLANT QUIMICA DO BRASIL LTDA;RUA PARATI,20 (BR 101, KM 45,2- SENTIDO SUL);89211-380;NOVA BRASILIA;Joinville;Santa Catarina;;
2009;2009/09;05.777.193/0001-05;ACQUASERVICE TECNOLOGIA DA INFORMACAO LTDA;AVENIDA PREFEITO OSMAR CUNHA,91;88015-100;CENTRO;Florianópolis;Santa Catarina;;
2011;2011/06;04.632.400/0001-70;ACR SISTEMAS CONTRA INCêNDIO;RUA COLON,144;89216-400;GLóRIA;Joinville;Santa Catarina;;
2009;2009/11;00.101.571/0001-12;ACREL DISTRIBUIDORA DE MANGUEIRAS LTDA;AV FERNANDO MACHADO,2346;89800-000;PASSO DOS FORTES;Chapecó;Santa Catarina;;
2010;2010/12;00.101.571/0001-12;ACREL DISTRIBUIDORA DE MANGUEIRAS LTDA;AV FERNANDO MACHADO,2346;89800-000;PASSO DOS FORTES;Chapecó;Santa Catarina;;
2010;2010/11;00.101.571/0001-12;ACREL DISTRIBUIDORA DE MANGUEIRAS LTDA;AV FERNANDO MACHADO,2346;89800-000;PASSO DOS FORTES;Chapecó;Santa Catarina;;
2012;2012/03;00.101.571/0001-12;ACREL DISTRIBUIDORA DE MANGUEIRAS LTDA;AV FERNANDO MACHADO,2346;89805-042;PASSO DOS FORTES;Chapecó;Santa Catarina;;
2008;2008/07;82.897.075/0001-81;ACRIL IND COM ACRILICOS LTDA;AV CRUZ DE SOUZA,359;88101-040;CAMPINAS;São José;Santa Catarina;;
2012;2012/02;09.628.061/0001-72;ACRILICOS JARAGUA LTDA ME;RUA JOAQUIM FRANCISCO DE PAULA, 1777;89254-710;CHICO DE PAULO;Jaraguá do Sul;Santa Catarina;;
2012;2012/02;09.628.061/0001-72;ACRILICOS JARAGUA LTDA ME;RUA JOAQUIM FRANCISCO DE PAULA, 1777;89254-710;CHICO DE PAULO;Jaraguá do Sul;Santa Catarina;;
2010;2010/10;04.626.152/0001-55;ACRILICOS SANTA CLARA LTDA;RUA GUSTAVO FRIEDEMANN, 81;89256-190;VILA LALAU;Jaraguá do Sul;Santa Catarina;;
2009;2009/02;73.281.404/0001-74;ACROPOLE SERVICOS TERCEIRIZADOS LTDA;AV PAULO SCHROEDER, 1606;89200-000;BOEHMERWALD;Joinville;Santa Catarina;;
2009;2009/06;73.281.404/0001-74;ACROPOLE SERVICOS TERCEIRIZADOS LTDA;RUA SETE DE SETEMBRO,_91 D;89800-000;CENTRO;Chapecó;Santa Catarina;;
2012;2012/03;80.070.915/0001-02;ACRYSUL IMPERMEABILIZAçãO LTDA.;RUA DELFIM DE PADUA PEIXOTO, 350;88330-000;PRAIA BRAVA;Balneário Camboriú;Santa Catarina;;
2012;2012/02;80.070.915/0001-02;ACRYSUL IMPERMEABILIZAçõES LTDA - EPP;BRAVA H.RESORT-PORT/ÁREA COMUM-DELFIM P.PEIXOTO350;88306-806;PRAIA BRAVA;Itajaí;Santa Catarina;;
2012;2012/02;80.070.915/0001-02;ACRYSUL IMPERMEABILIZAçõES LTDA - EPP;BRAVA H.RESORT-TORRE 2-DELFIM PáDUA PEIXOTO, 350;88306-806;PRAIA BRAVA;Itajaí;Santa Catarina;;
2012;2012/02;80.070.915/0001-02;ACRYSUL IMPERMEABILIZAçõES LTDA - EPP;BRAVA H.RESORT-TORRE 3-DELFIM PáDUA PEIXOTO, 350;88306-806;PRAIA BRAVA;Itajaí;Santa Catarina;;
2010;2010/03;80.070.915/0001-02;ACRYSUL IMPERMEABILIZAçõES LTDA EPP;AV. ATLANTICA, 3720;88330-000;CENTRO;Balneário Camboriú;Santa Catarina;;
2009;2009/09;07.054.269/0001-08;ACT COMERCIO DE CONFECçõES LTDA ME;ROD. BR 470 KM 137 Nº 2130;89160-000;SANTA RITA;Rio do Sul;Santa Catarina;;
2012;2012/04;01.068.315/0001-33;ACTION E PRICE LTDA;RUA VEREADOR FREDERICO VERAS,165;88040-200;PANTANAL;Florianópolis;Santa Catarina;;
2008;2008/09;01.068.315/0001-33;ACTION E PRICE LTDA;RUA VEREADOR FREDERICO VERAS,165;88040-200;PANTANAL;Florianópolis;Santa Catarina;;
2008;2008/12;00.827.591/0003-37;ACTIVAS PLASTICOS INDUSTRIAIS LTDA;RUA EDMUNDO DOUBRAWA,313 - GALPãO 2;89219-502;PIRABEIRABA;Joinville;Santa Catarina;;
2010;2010/06;03.173.297/0001-85;ACTIVE INDUSTRIA COM DE ROUPAS LTDA EPP;RUA ANTONIO MACHADO,126;89265-560;NEREU RAMOS;Jaraguá do Sul;Santa Catarina;;
2011;2011/06;07.073.027/0014-78;ACTIVITY CONTACT CENTER COM E SERVICOS E TECNOLOGIA;AV PEDRA BRANCA 744;88137-270;CID UNIV PEDRA BRANC;Palhoça;Santa Catarina;;
2010;2010/11;10.861.559/0001-60;ACTIVITY CONTACT CENTER COM. E SERV. DE INF. LTDA.;RUA CEL. PEDRO DEMORO, 1674;88075-300;ESTREITO;Florianópolis;Santa Catarina;;
2010;2010/03;06.211.713/0001-80;ACTUAL NETWORK INTERNET LTDA ME;RUA JOSE VICTOR DA ROSA, 497;88110-001;BARREIROS;São José;Santa Catarina;;
2009;2009/03;06.211.713/0001-80;ACTUAL NETWORK INTERNET LTDA ME;RUA JOSE VICTOR DA ROSA, 497;88110-001;BARREIROS;São José;Santa Catarina;;
2012;2012/03;13.857.153/0001-00;ACTUAL TELECOM LTDA - ME;JOSE VICTOR DA ROSA,497;88117-405;BARREIROS;São José;Santa Catarina;;
2010;2010/06;02.396.329/0003-00;ACUSTICA COMERCIAL LTDA EPP 03;RUA LIBERATO BITTENCOURT,1501;88070-800;ESTREITO;Florianópolis;Santa Catarina;;
2009;2009/08;08.677.092/0001-50;ACW USINAGEM LTDA;RUA JOAO PAULI 203;89290-000;COLONIAL;São Bento do Sul;Santa Catarina;;
2011;2011/02;08.677.092/0001-50;ACW USINAGEM LTDA;RUA JOAO PAULI 203;89280-000;COLONIAL;São Bento do Sul;Santa Catarina;;
2008;2008/07;75.494.039/0001-01;ACY FRANCISCO MAIA BORGES ME;RUA HIRTO MELEGARI ESQUINA FERNANDO ATHAYDE;88500-000;SAGRADO CORAÇÃO;Lages;Santa Catarina;;
2011;2011/10;03.233.163/0001-02;AD INDUSTRIA DE ARTEFADOS DE MADEIRA LTDA - ME;RUA CONRADO LIEBL,4049;89291-140;SERRA ALTA;São Bento do Sul;Santa Catarina;;
2010;2010/09;03.233.163/0001-02;AD INDUSTRIA DE ARTEFADOS DE MADEIRA LTDA ME;RUA CONRADO LIEBL,1;89291-140;SERRA ALTA;São Bento do Sul;Santa Catarina;;
2011;2011/04;03.233.163/0001-02;AD INDUSTRIA DE ARTEFADOS DE MADEIRA LTDA ME;RUA CONRADO LIEBL,1;89291-140;SERRA ALTA;São Bento do Sul;Santa Catarina;;
2009;2009/07;04.289.814/0001-49;AD TURISMO LTDA;RUA LAGUNA, 235;88809-420;SANTO ANTONIO;Criciúma;Santa Catarina;;
2011;2011/05;06.308.505/0001-02;ADA GESTAO HOTELEIRA LTDA;LUIZ BOITEUX PIAZZA,2973;88054-700;CACHOEIRA DO BOM JES;Florianópolis;Santa Catarina;;
2011;2011/02;06.308.505/0001-02;ADA GESTAO HOTELEIRA LTDA;LUIZ BOITEUX PIAZZA,2973;88054-700;CACHOEIRA DO BOM JES;Florianópolis;Santa Catarina;;
2011;2011/03;11.316.096/0001-18;ADAILTON ASSINI ME;AV ROTARY, 336;89540-000;AREA INDUSTRIAL;Santa Cecília;Santa Catarina;;
2011;2011/04;82.132.770/0001-52;ADAILTON RIBEIRO DA SILVA;AV. GOV. IVO SILVEIRA 406;88058-108;ESTREITO;Florianópolis;Santa Catarina;;
2010;2010/11;82.132.770/0001-52;ADAILTON RIBEIRO DA SILVA ME;AVENIDA GOVERNADOR IVO SILVEIRA 407;88085-001;CAPOEIRAS;Florianópolis;Santa Catarina;;
2009;2009/10;11.176.855/0001-94;ADAILTON SALDANHA FARIAS MEI;R CRISTIANO STEFFEN 95 - SF 27 N.95;88355-155;STEFFEN;Brusque;Santa Catarina;;
2010;2010/10;11.228.167/0001-20;ADAILTON SEIMETZ RODRIGUES E CIA LTDA;CONS JOAO ZANETTE,44;88801-060;CENTRO;Criciúma;Santa Catarina;;
2010;2010/01;00.122.276/0001-42;ADAIR BALDISSERA E CIA LTDA;RUA CLEVELANDIA,371;89800-000;CHAPECO;Chapecó;Santa Catarina;;
2009;2009/10;10.908.354/0001-92;ADAIR SIDNEI BETTIOL CIA. LTDA.;RUA RODRIGO ZAVEIN, 27;88340-000;CEDRO;Camboriú;Santa Catarina;;
2009;2009/06;10.908.354/0001-92;ADAIR SIDNEY BETIOL E CIA LTDA;RUA OSVALDO MILELA, Nº 2029;88340-000;CEDRO;Camboriú;Santa Catarina;;
2009;2009/03;06.020.081/0001-78;ADAIR VEIGA COM DE PEDRAS E LAJOTAS LTDA;RUA ASSIS BRASIL, ESQ C/ RUA DES FONTES;89221-510;SAGUAçU;Joinville;Santa Catarina;;
2008;2008/06;06.130.604/0001-39;ADALBERTO FLORENCIO CIA LTDA;RUA 401;88330-000;CENTRO;Balneário Camboriú;Santa Catarina;;
2008;2008/07;06.130.604/0001-39;ADALBERTO FLORENCIO CIA. LTDA.;OBRA ROMEU PEREIRA, 340;88330-000;PIONEIROS;Balneário Camboriú;Santa Catarina;;
2008;2008/06;06.130.604/0001-39;ADALBERTO FLORENCIO CIA. LTDA.;RUA 401, S/N;88330-000;CENTRO;Balneário Camboriú;Santa Catarina;;
2010;2010/11;06.130.604/0001-39;ADALBERTO FLORENCIO E CIA;OBRA: AV JOSE MEDEIROS VIEIRA SN;88306-800;PRAIA BRAVA;Itajaí;Santa Catarina;;
2009;2009/04;06.130.604/0001-39;ADALBERTO FLORENCIO E CIA;RUA 970, N981;88330-000;CENTRO;Balneário Camboriú;Santa Catarina;;
2010;2010/03;06.130.604/0001-39;ADALBERTO FLORENCIO E CIA;RUA ROMEU PEREIRA, 340;88330-000;PIONEIROS;Balneário Camboriú;Santa Catarina;;
2009;2009/10;06.130.604/0001-39;ADALBERTO FLORêNCIO E CIA LTDA;RES. VISTA BELLA-RUA 3900 ESQ.NORMANDO TEDESCO;88330-000;BARRA SUL;Balneário Camboriú;Santa Catarina;;
2008;2008/06;40.590.02549/76;ADALBERTO FLORÊNCIO E CIA LTDA - OBRA GARDEN PLAZA;R.2480 ESQ.COM 2412;88330-000;CENTRO;Balneário Camboriú;Santa Catarina;;
2010;2010/01;01.771.405/0001-96;ADALBERTO LUCIANO MARTINS ME;RUA JULIO MICHEL, 1580;89051-600;FORTALEZA;Blumenau;Santa Catarina;;
2008;2008/10;09.580.524/0001-73;ADALBERTO PEREIRA PIZZETTI ME;ROD LINO ZANOLLI, 3002;88820-000;AURORA;Içara;Santa Catarina;;
2011;2011/07;05.801.079/0001-73;ADALBERTO RAMOS NETO ME;RUA JOAO PESSOA 97;88160-000;CENTRO;Biguaçu;Santa Catarina;;
2008;2008/10;05.913.758/0001-34;ADALBERTO SCHUTZ ME;RUA TIMBO 32;89160-000;CANOAS;Rio do Sul;Santa Catarina;;
2011;2011/09;68.343.193/0001-17;ADALBERTO WINSTON DE ARAUJO CARON;ROD. BALDISSERO FILOMENO, 6300;88064-002;RIBEIRÃO DA ILHA;Florianópolis;Santa Catarina;;
2008;2008/10;07.791.133/0001-72;ADALS ADMINISTRACOADE BENS S/A;RUA GONCALVES LEDO, 185___(OBRA);88802-120;CENTRO;Criciúma;Santa Catarina;;
2011;2011/07;36.610.02270/82;ADALTO LUCAS DOS SANTOS;R PEDRO RANGEL , 351 AP 103;88303-330;_SAO JOAO;Itajaí;Santa Catarina;;
2010;2010/06;36.610.02270/82;ADALTO LUCAS DOS SANTOS;R. FELIPE SCHIMIDT 258;88301-030;______CENTRO;Itajaí;Santa Catarina;;
2008;2008/09;07.269.733/0001-75;ADALVERTO CASSINAO VAZA PEREIRA ME;RUA ANTôNIO SATURNINO CARDOSO, 175;SI;Sem Informação;Balneário Camboriú;Santa Catarina;;
2011;2011/11;83.444.919/0001-00;ADAMI PRODUTOS TEXTEIS LTDA;ROD ANTONIO HEIL;88316-003;LIMOEIRO;Itajaí;Santa Catarina;;
